| Time       | Ticker | Frequency   | Amplitude |
| 10:17:51 | SNJY | 0.38 | 0.15 |
| 10:17:52 | MRSB | 0.33 | -0.05 |
| 10:17:53 | KYBV | 0.25 | -0.08 |
| 10:17:54 | JKVY | 0.27 | 0.02 |
| 10:17:55 | NYVA | 0.23 | -0.04 |
| 10:17:56 | WZBZ | 0.10 | -0.13 |
| 10:17:57 | WLNV | 0.01 | -0.09 |
| 10:17:58 | HSUZ | -0.09 | -0.10 |
| 10:17:59 | NSWP | -0.25 | -0.16 |
| 10:18:00 | IJUD | -0.36 | -0.11 |
| 10:18:01 | HRTK | -0.30 | 0.06 |
| 10:18:02 | OORO | -0.22 | 0.08 |
| 10:18:03 | XSUH | -0.23 | -0.01 |
| 10:18:04 | OCNP | -0.23 | 0.00 |
| 10:18:05 | BISL | -0.11 | 0.12 |
| 10:18:06 | CUKW | 0.00 | 0.11 |
| 10:18:07 | LITC | 0.05 | 0.05 |
| 10:18:08 | TXNW | 0.11 | 0.06 |
| 10:18:09 | XKDN | 0.19 | 0.08 |
| 10:18:10 | SWHO | 0.20 | 0.01 |
| 10:18:11 | PWQC | 0.10 | -0.10 |
| 10:18:12 | OHUQ | -0.04 | -0.14 |
| 10:18:13 | HMYB | -0.13 | -0.09 |
| 10:18:14 | YGMX | -0.14 | -0.01 |
| 10:18:15 | BNWY | -0.08 | 0.06 |
| 10:18:16 | UMLO | -0.03 | 0.05 |
| 10:18:17 | YOTI | -0.04 | -0.01 |
| 10:18:18 | BWBR | -0.12 | -0.08 |
| 10:18:19 | JHRG | -0.19 | -0.07 |
| 10:18:20 | QWNG | -0.23 | -0.04 |
| 10:18:21 | SHXN | -0.15 | 0.08 |
| 10:18:22 | HNOE | 0.08 | 0.23 |
| 10:18:23 | UMRS | 0.32 | 0.24 |
| 10:18:24 | SPXF | 0.40 | 0.08 |
| 10:18:25 | YJNW | 0.39 | -0.01 |
| 10:18:26 | RADY | 0.40 | 0.01 |
| 10:18:27 | NNTG | 0.35 | -0.05 |
| 10:18:28 | NHIV | 0.18 | -0.17 |
| 10:18:29 | PVLO | -0.07 | -0.25 |
| 10:18:30 | KEKB | -0.29 | -0.22 |
| 10:18:31 | DOPZ | -0.36 | -0.07 |
| 10:18:32 | WMLZ | -0.36 | 0.00 |
| 10:18:33 | WWQF | -0.39 | -0.03 |
| 10:18:34 | ZDUC | -0.41 | -0.02 |
| 10:18:35 | YRBT | -0.40 | 0.01 |
| 10:18:36 | XDWF | -0.36 | 0.04 |
| 10:18:37 | RLQA | -0.17 | 0.19 |
| 10:18:38 | GOHU | 0.15 | 0.32 |
| 10:18:39 | YMEM | 0.32 | 0.17 |
| 10:18:40 | YPIC | 0.24 | -0.08 |
| 10:18:41 | OQYB | 0.14 | -0.10 |
| 10:18:42 | HCEI | 0.08 | -0.06 |
| 10:18:43 | KFNJ | -0.05 | -0.13 |
| 10:18:44 | QSQB | -0.17 | -0.12 |
| 10:18:45 | MXZJ | -0.23 | -0.06 |
| 10:18:46 | IIXT | -0.32 | -0.09 |
| 10:18:47 | HPBG | -0.41 | -0.09 |
| 10:18:48 | BNHV | -0.45 | -0.04 |
| 10:18:49 | LFLR | -0.44 | 0.01 |
| 10:18:50 | VDUT | -0.40 | 0.04 |
| 10:18:51 | AHQT | -0.37 | 0.03 |
| 10:18:52 | LRCV | -0.34 | 0.03 |
| 10:18:53 | HIZB | -0.17 | 0.17 |
| 10:18:54 | MNJG | 0.13 | 0.30 |
| 10:18:55 | RCQX | 0.34 | 0.21 |
| 10:18:56 | DPMS | 0.42 | 0.08 |
| 10:18:57 | IVST | 0.50 | 0.08 |
| 10:18:58 | NRYO | 0.58 | 0.08 |
| 10:18:59 | NJGP | 0.52 | -0.06 |
| 10:19:00 | PJLJ | 0.35 | -0.17 |
| 10:19:01 | LUWX | 0.16 | -0.19 |
| 10:19:02 | NNRA | -0.02 | -0.18 |
| 10:19:03 | CBGK | -0.21 | -0.19 |
| 10:19:04 | BJYL | -0.36 | -0.15 |
| 10:19:05 | FRSO | -0.33 | 0.03 |
| 10:19:06 | ONYM | -0.17 | 0.16 |
| 10:19:07 | MPSC | -0.10 | 0.07 |
| 10:19:08 | EWTE | -0.11 | -0.01 |
| 10:19:09 | UBHJ | -0.01 | 0.10 |
| 10:19:10 | OGOQ | 0.19 | 0.20 |
| 10:19:11 | RHFI | 0.37 | 0.18 |
| 10:19:12 | OANZ | 0.54 | 0.17 |
| 10:19:13 | TQNM | 0.61 | 0.07 |
| 10:19:14 | UPFN | 0.55 | -0.06 |
| 10:19:15 | DLDX | 0.44 | -0.11 |
| 10:19:16 | LKMX | 0.35 | -0.09 |
| 10:19:17 | TLJT | 0.30 | -0.05 |
| 10:19:18 | CHRD | 0.20 | -0.10 |
| 10:19:19 | EZJZ | -0.01 | -0.21 |
| 10:19:20 | AFHC | -0.24 | -0.23 |
| 10:19:21 | SEBJ | -0.34 | -0.10 |
| 10:19:22 | KQJO | -0.35 | -0.01 |
| 10:19:23 | ACVA | -0.39 | -0.04 |
| 10:19:24 | XZKW | -0.41 | -0.02 |
| 10:19:25 | VXID | -0.35 | 0.06 |
| 10:19:26 | FIQI | -0.25 | 0.10 |
| 10:19:27 | ABBN | -0.11 | 0.14 |
| 10:19:28 | NMCL | 0.12 | 0.23 |
| 10:19:29 | TRNA | 0.33 | 0.21 |
| 10:19:30 | OYPT | 0.41 | 0.08 |
| 10:19:31 | UDDI | 0.39 | -0.02 |
| 10:19:32 | WJHY | 0.36 | -0.03 |
| 10:19:33 | GHWU | 0.26 | -0.10 |
| 10:19:34 | CYXY | 0.01 | -0.25 |
| 10:19:35 | XEII | -0.24 | -0.25 |
| 10:19:36 | AXJN | -0.33 | -0.09 |
| 10:19:37 | QSYP | -0.35 | -0.02 |
| 10:19:38 | MKYC | -0.43 | -0.08 |
| 10:19:39 | OKYS | -0.52 | -0.09 |
| 10:19:40 | TSHA | -0.52 | 0.00 |
| 10:19:41 | YXUR | -0.42 | 0.10 |
| 10:19:42 | MDMR | -0.30 | 0.12 |
| 10:19:43 | CXVG | -0.20 | 0.10 |
| 10:19:44 | CJNL | -0.05 | 0.15 |
| 10:19:45 | ETHK | 0.16 | 0.21 |
| 10:19:46 | GRAD | 0.32 | 0.16 |
| 10:19:47 | BHJV | 0.33 | 0.01 |
| 10:19:48 | NWPT | 0.27 | -0.06 |
| 10:19:49 | CJEE | 0.25 | -0.02 |
| 10:19:50 | IAKZ | 0.27 | 0.02 |
| 10:19:51 | PKPD | 0.31 | 0.04 |
| 10:19:52 | LBSK | 0.33 | 0.02 |
| 10:19:53 | XYKH | 0.27 | -0.06 |
| 10:19:54 | MZRI | 0.15 | -0.12 |
| 10:19:55 | WITA | 0.01 | -0.14 |
| 10:19:56 | NLFT | -0.09 | -0.10 |
| 10:19:57 | LVQV | -0.11 | -0.02 |
| 10:19:58 | QSIR | -0.09 | 0.02 |
| 10:19:59 | PZCT | -0.02 | 0.07 |
| 10:20:00 | IFXG | 0.15 | 0.17 |
| 10:20:01 | UHMD | 0.34 | 0.19 |
| 10:20:02 | NITQ | 0.48 | 0.14 |
| 10:20:03 | BKBR | 0.59 | 0.11 |
| 10:20:04 | AGTL | 0.60 | 0.01 |
| 10:20:05 | HHHU | 0.42 | -0.18 |
| 10:20:06 | WVHQ | 0.23 | -0.19 |
| 10:20:07 | ETLT | 0.21 | -0.02 |
| 10:20:08 | BNJH | 0.22 | 0.01 |
| 10:20:09 | HFHG | 0.13 | -0.09 |
| 10:20:10 | CTMU | 0.05 | -0.08 |
| 10:20:11 | VJEZ | 0.06 | 0.01 |
| 10:20:12 | LJFW | 0.11 | 0.05 |
| 10:20:13 | XTZI | 0.20 | 0.09 |
| 10:20:14 | ZHGF | 0.25 | 0.05 |
| 10:20:15 | BLNV | 0.19 | -0.06 |
| 10:20:16 | PUKH | 0.07 | -0.12 |
| 10:20:17 | UYKL | 0.04 | -0.03 |
| 10:20:18 | UEPO | 0.14 | 0.10 |
| 10:20:19 | ZBYJ | 0.27 | 0.13 |
| 10:20:20 | OWSX | 0.31 | 0.04 |
| 10:20:21 | CYSS | 0.18 | -0.13 |
| 10:20:22 | OCQC | -0.00 | -0.18 |
| 10:20:23 | VLOD | -0.14 | -0.14 |
| 10:20:24 | GBZQ | -0.20 | -0.06 |
| 10:20:25 | OSBZ | -0.18 | 0.02 |
| 10:20:26 | OYJQ | -0.13 | 0.05 |
| 10:20:27 | FZXM | -0.10 | 0.03 |
| 10:20:28 | ULTD | -0.06 | 0.04 |
| 10:20:29 | LCVA | 0.09 | 0.15 |
| 10:20:30 | KMMV | 0.27 | 0.18 |
| 10:20:31 | GEPY | 0.32 | 0.05 |
| 10:20:32 | CQUP | 0.18 | -0.14 |
| 10:20:33 | QYJU | -0.05 | -0.23 |
| 10:20:34 | PRCX | -0.18 | -0.13 |
| 10:20:35 | XAPV | -0.14 | 0.04 |
| 10:20:36 | DVJV | -0.02 | 0.12 |
| 10:20:37 | BCFX | 0.04 | 0.06 |
| 10:20:38 | BTHG | 0.03 | -0.01 |
| 10:20:39 | ZHJI | 0.00 | -0.03 |
| 10:20:40 | HVFT | 0.01 | 0.01 |
| 10:20:41 | RMZH | 0.08 | 0.07 |
| 10:20:42 | NDKS | 0.19 | 0.11 |
| 10:20:43 | SHKV | 0.19 | 0.00 |
| 10:20:44 | NAZF | -0.01 | -0.20 |
| 10:20:45 | FGHU | -0.27 | -0.26 |
| 10:20:46 | BAVV | -0.39 | -0.12 |
| 10:20:47 | WWLF | -0.24 | 0.15 |
| 10:20:48 | PUQV | 0.03 | 0.27 |
| 10:20:49 | XICC | 0.18 | 0.15 |
| 10:20:50 | SFEQ | 0.20 | 0.02 |
| 10:20:51 | MJDN | 0.19 | -0.01 |
| 10:20:52 | BHAT | 0.14 | -0.05 |
| 10:20:53 | BFEY | 0.03 | -0.11 |
| 10:20:54 | CPMD | -0.05 | -0.08 |
| 10:20:55 | RNBC | -0.09 | -0.04 |
| 10:20:56 | COKJ | -0.18 | -0.09 |
| 10:20:57 | GCTP | -0.18 | 0.00 |
| 10:20:58 | CDLA | -0.04 | 0.14 |
| 10:20:59 | MBDS | 0.12 | 0.16 |
| 10:21:00 | XGEY | 0.08 | -0.04 |
| 10:21:01 | NFAM | -0.12 | -0.20 |
| 10:21:02 | DIYU | -0.28 | -0.16 |
| 10:21:03 | MPFN | -0.27 | 0.01 |
| 10:21:04 | XCYL | -0.15 | 0.12 |
| 10:21:05 | JROP | -0.01 | 0.14 |
| 10:21:06 | JIZF | 0.16 | 0.17 |
| 10:21:07 | HYGM | 0.32 | 0.16 |
| 10:21:08 | KZGA | 0.32 | 0.00 |
| 10:21:09 | VGUN | 0.20 | -0.12 |
| 10:21:10 | MFUV | 0.08 | -0.12 |
| 10:21:11 | XUMH | -0.06 | -0.14 |
| 10:21:12 | IPBK | -0.22 | -0.16 |
| 10:21:13 | FKTY | -0.30 | -0.08 |
| 10:21:14 | GZSP | -0.28 | 0.02 |
| 10:21:15 | NPQH | -0.26 | 0.02 |
| 10:21:16 | SIJR | -0.21 | 0.05 |
| 10:21:17 | YUYS | -0.07 | 0.14 |
| 10:21:18 | FVAY | 0.18 | 0.25 |
| 10:21:19 | RWXJ | 0.41 | 0.23 |
| 10:21:20 | ZYUC | 0.45 | 0.04 |
| 10:21:21 | CALW | 0.43 | -0.02 |
| 10:21:22 | FMXR | 0.59 | 0.16 |
| 10:21:23 | NNVS | 0.71 | 0.12 |
| 10:21:24 | TIMB | 0.46 | -0.25 |
| 10:21:25 | PNVV | 0.13 | -0.33 |
| 10:21:26 | HMGH | 0.03 | -0.10 |
| 10:21:27 | RBHL | -0.03 | -0.06 |
| 10:21:28 | ASZZ | -0.22 | -0.19 |
| 10:21:29 | HJWY | -0.28 | -0.06 |
| 10:21:30 | DFIO | -0.19 | 0.09 |
| 10:21:31 | EOAN | -0.12 | 0.07 |
| 10:21:32 | EDOR | -0.08 | 0.04 |
| 10:21:33 | TEBJ | 0.09 | 0.17 |
| 10:21:34 | VNST | 0.32 | 0.23 |
| 10:21:35 | CTAI | 0.42 | 0.10 |
| 10:21:36 | IXKD | 0.33 | -0.09 |
| 10:21:37 | YCSQ | 0.25 | -0.08 |
| 10:21:38 | AHAF | 0.32 | 0.07 |
| 10:21:39 | JRCU | 0.40 | 0.08 |
| 10:21:40 | HRLH | 0.31 | -0.09 |
| 10:21:41 | GNCE | 0.09 | -0.22 |
| 10:21:42 | DRKP | -0.19 | -0.28 |
| 10:21:43 | ASWC | -0.39 | -0.20 |
| 10:21:44 | QUSC | -0.33 | 0.06 |
| 10:21:45 | YVWY | -0.11 | 0.22 |
| 10:21:46 | PUOM | -0.07 | 0.04 |
| 10:21:47 | OZFU | -0.24 | -0.17 |
| 10:21:48 | ZDBG | -0.29 | -0.05 |
| 10:21:49 | JRZR | -0.10 | 0.19 |
| 10:21:50 | OHLP | 0.12 | 0.22 |
| 10:21:51 | IUWO | 0.27 | 0.15 |
| 10:21:52 | ULJQ | 0.39 | 0.12 |
| 10:21:53 | ZUXB | 0.40 | 0.01 |
| 10:21:54 | BDUW | 0.27 | -0.13 |
| 10:21:55 | KMXZ | 0.19 | -0.08 |
| 10:21:56 | YJET | 0.26 | 0.07 |
| 10:21:57 | XMKA | 0.25 | -0.01 |
| 10:21:58 | LWDE | -0.01 | -0.26 |
| 10:21:59 | LNXR | -0.34 | -0.33 |
| 10:22:00 | NTYQ | -0.50 | -0.16 |
| 10:22:01 | LLKL | -0.40 | 0.10 |
| 10:22:02 | ZDRQ | -0.13 | 0.27 |
| 10:22:03 | CFEO | 0.07 | 0.20 |
| 10:22:04 | QFRV | 0.05 | -0.02 |
| 10:22:05 | BHLN | 0.00 | -0.05 |
| 10:22:06 | PYUD | 0.19 | 0.19 |
| 10:22:07 | PKMB | 0.49 | 0.30 |
| 10:22:08 | MASE | 0.64 | 0.15 |
| 10:22:09 | PGCX | 0.67 | 0.03 |
| 10:22:10 | XEIB | 0.70 | 0.03 |
| 10:22:11 | FFSM | 0.66 | -0.04 |
| 10:22:12 | XVBR | 0.43 | -0.23 |
| 10:22:13 | YCFK | 0.11 | -0.32 |
| 10:22:14 | BUUW | -0.10 | -0.21 |
| 10:22:15 | WXOG | -0.17 | -0.07 |
| 10:22:16 | TRIR | -0.23 | -0.06 |
| 10:22:17 | NPYW | -0.23 | 0.00 |
| 10:22:18 | TRZG | -0.04 | 0.19 |
| 10:22:19 | NPWT | 0.22 | 0.26 |
| 10:22:20 | PAYZ | 0.28 | 0.06 |
| 10:22:21 | KVKX | 0.16 | -0.12 |
| 10:22:22 | JQST | 0.04 | -0.12 |
| 10:22:23 | RPTB | 0.02 | -0.02 |
| 10:22:24 | DRPH | 0.10 | 0.08 |
| 10:22:25 | LIZU | 0.21 | 0.11 |
| 10:22:26 | ANZD | 0.21 | 0.00 |
| 10:22:27 | OWDX | 0.05 | -0.16 |
| 10:22:28 | OFID | -0.13 | -0.18 |
| 10:22:29 | FMAS | -0.29 | -0.16 |
| 10:22:30 | MIKH | -0.41 | -0.12 |
| 10:22:31 | KEPU | -0.48 | -0.07 |
| 10:22:32 | BUZL | -0.49 | -0.01 |
| 10:22:33 | FXXL | -0.47 | 0.02 |
| 10:22:34 | AWKC | -0.41 | 0.06 |
| 10:22:35 | YQBL | -0.32 | 0.09 |
| 10:22:36 | NBJY | -0.27 | 0.05 |
| 10:22:37 | ASRS | -0.19 | 0.08 |
| 10:22:38 | TLGH | 0.00 | 0.19 |
| 10:22:39 | DXKW | 0.20 | 0.20 |
| 10:22:40 | WOBU | 0.31 | 0.11 |
| 10:22:41 | WKCB | 0.35 | 0.04 |
| 10:22:42 | TJQS | 0.35 | 0.00 |
| 10:22:43 | UHYA | 0.29 | -0.06 |
| 10:22:44 | QRHO | 0.24 | -0.05 |
| 10:22:45 | MSKS | 0.24 | 0.00 |
| 10:22:46 | KLCS | 0.25 | 0.01 |
| 10:22:47 | CHDN | 0.26 | 0.01 |
| 10:22:48 | HBLL | 0.28 | 0.02 |
| 10:22:49 | FWEP | 0.31 | 0.03 |
| 10:22:50 | YKKJ | 0.33 | 0.02 |
| 10:22:51 | ZXHN | 0.27 | -0.06 |
| 10:22:52 | XWPG | 0.10 | -0.17 |
| 10:22:53 | PXDR | -0.07 | -0.17 |
| 10:22:54 | BARD | -0.15 | -0.08 |
| 10:22:55 | HWMZ | -0.14 | 0.01 |
| 10:22:56 | WHCY | -0.09 | 0.05 |
| 10:22:57 | EBOT | -0.02 | 0.07 |
| 10:22:58 | KDVD | 0.09 | 0.11 |
| 10:22:59 | CWBR | 0.24 | 0.15 |
| 10:23:00 | MBWU | 0.38 | 0.14 |
| 10:23:01 | ZZKI | 0.49 | 0.11 |
| 10:23:02 | PONZ | 0.58 | 0.09 |
| 10:23:03 | RUVD | 0.63 | 0.05 |
| 10:23:04 | VAOJ | 0.63 | 0.00 |
| 10:23:05 | PSSL | 0.61 | -0.02 |
| 10:23:06 | GDQV | 0.54 | -0.07 |
| 10:23:07 | RAUQ | 0.38 | -0.16 |
| 10:23:08 | NOQH | 0.20 | -0.18 |
| 10:23:09 | ZCJT | 0.03 | -0.17 |
| 10:23:10 | DVPE | -0.09 | -0.12 |
| 10:23:11 | MYFO | -0.12 | -0.03 |
| 10:23:12 | SVYA | -0.08 | 0.04 |
| 10:23:13 | UBQV | -0.08 | 0.00 |
| 10:23:14 | IFVD | -0.13 | -0.05 |
| 10:23:15 | YEEX | -0.12 | 0.01 |
| 10:23:16 | ICUD | -0.04 | 0.08 |
| 10:23:17 | ZVLO | 0.04 | 0.08 |
| 10:23:18 | XDQL | 0.12 | 0.08 |
| 10:23:19 | CHTN | 0.23 | 0.11 |
| 10:23:20 | PNTE | 0.32 | 0.09 |
| 10:23:21 | YHID | 0.43 | 0.11 |
| 10:23:22 | XPKP | 0.58 | 0.15 |
| 10:23:23 | WNNJ | 0.68 | 0.10 |
| 10:23:24 | BPSQ | 0.61 | -0.07 |
| 10:23:25 | AUJF | 0.37 | -0.24 |
| 10:23:26 | NDCW | 0.10 | -0.27 |
| 10:23:27 | NMNC | -0.05 | -0.15 |
| 10:23:28 | POQU | -0.12 | -0.07 |
| 10:23:29 | KHUB | -0.17 | -0.05 |
| 10:23:30 | JPJY | -0.11 | 0.06 |
| 10:23:31 | GQVU | 0.11 | 0.22 |
| 10:23:32 | CGLQ | 0.37 | 0.26 |
| 10:23:33 | BMGO | 0.56 | 0.19 |
| 10:23:34 | HNRZ | 0.67 | 0.11 |
| 10:23:35 | PMER | 0.68 | 0.01 |
| 10:23:36 | VIZH | 0.60 | -0.08 |
| 10:23:37 | AIOZ | 0.45 | -0.15 |
| 10:23:38 | CISX | 0.26 | -0.19 |
| 10:23:39 | MLSX | 0.12 | -0.14 |
| 10:23:40 | BTCF | 0.03 | -0.09 |
| 10:23:41 | XYXU | -0.07 | -0.10 |
| 10:23:42 | HHDW | -0.16 | -0.09 |
| 10:23:43 | FTNW | -0.21 | -0.05 |
| 10:23:44 | VNGZ | -0.20 | 0.01 |
| 10:23:45 | AXSD | -0.11 | 0.09 |
| 10:23:46 | ADYT | 0.09 | 0.20 |
| 10:23:47 | EKFP | 0.34 | 0.25 |
| 10:23:48 | HKPP | 0.54 | 0.20 |
| 10:23:49 | HBQN | 0.68 | 0.14 |
| 10:23:50 | UZIV | 0.72 | 0.04 |
| 10:23:51 | XONM | 0.67 | -0.05 |
| 10:23:52 | QLIP | 0.56 | -0.11 |
| 10:23:53 | JGVQ | 0.45 | -0.11 |
| 10:23:54 | QXDL | 0.30 | -0.15 |
| 10:23:55 | RHHQ | 0.08 | -0.22 |
| 10:23:56 | IKCR | -0.16 | -0.24 |
| 10:23:57 | WORR | -0.34 | -0.18 |
| 10:23:58 | XDHL | -0.46 | -0.12 |
| 10:23:59 | WUOS | -0.51 | -0.05 |
| 10:24:00 | FGKR | -0.46 | 0.05 |
| 10:24:01 | NJPR | -0.34 | 0.12 |
| 10:24:02 | ZOYT | -0.18 | 0.16 |
| 10:24:03 | ASDT | -0.01 | 0.17 |
| 10:24:04 | FAAQ | 0.14 | 0.15 |
| 10:24:05 | GYWS | 0.24 | 0.10 |
| 10:24:06 | MLKE | 0.30 | 0.06 |
| 10:24:07 | DBNR | 0.31 | 0.01 |
| 10:24:08 | TKJC | 0.20 | -0.11 |
| 10:24:09 | KUHS | 0.00 | -0.20 |
| 10:24:10 | SBYW | -0.14 | -0.14 |
| 10:24:11 | HJKV | -0.17 | -0.03 |
| 10:24:12 | JALG | -0.18 | -0.01 |
| 10:24:13 | JENF | -0.23 | -0.05 |
| 10:24:14 | FNCS | -0.28 | -0.05 |
| 10:24:15 | ZZZS | -0.26 | 0.02 |
| 10:24:16 | WOIV | -0.15 | 0.11 |
| 10:24:17 | SMXB | 0.05 | 0.20 |
| 10:24:18 | OFOU | 0.24 | 0.19 |
| 10:24:19 | MSXO | 0.34 | 0.10 |
| 10:24:20 | AVQS | 0.38 | 0.04 |
| 10:24:21 | JJKA | 0.43 | 0.05 |
| 10:24:22 | QSXA | 0.46 | 0.03 |
| 10:24:23 | YLGI | 0.40 | -0.06 |
| 10:24:24 | YFRP | 0.32 | -0.08 |
| 10:24:25 | CGNZ | 0.32 | 0.00 |
| 10:24:26 | FYES | 0.32 | 0.00 |
| 10:24:27 | BSMI | 0.24 | -0.08 |
| 10:24:28 | HRET | 0.15 | -0.09 |
| 10:24:29 | KWBH | 0.13 | -0.02 |
| 10:24:30 | ZAGZ | 0.10 | -0.03 |
| 10:24:31 | AGKG | -0.00 | -0.10 |
| 10:24:32 | XKKZ | -0.09 | -0.09 |
| 10:24:33 | FNCZ | -0.12 | -0.03 |
| 10:24:34 | GLMV | -0.12 | 0.00 |
| 10:24:35 | QZXL | -0.09 | 0.03 |
| 10:24:36 | OJDB | -0.04 | 0.05 |
| 10:24:37 | DWMA | 0.02 | 0.06 |
| 10:24:38 | DNUA | 0.10 | 0.08 |
| 10:24:39 | BHIP | 0.15 | 0.05 |
| 10:24:40 | EDPG | 0.13 | -0.02 |
| 10:24:41 | VZFF | 0.07 | -0.06 |
| 10:24:42 | SFTS | 0.07 | 0.00 |
| 10:24:43 | ONDS | 0.13 | 0.06 |
| 10:24:44 | OGIO | 0.17 | 0.04 |
| 10:24:45 | AJGS | 0.17 | 0.00 |
| 10:24:46 | UXSV | 0.17 | 0.00 |
| 10:24:47 | LKSU | 0.17 | 0.00 |
| 10:24:48 | MHCT | 0.15 | -0.02 |
| 10:24:49 | XPGA | 0.07 | -0.08 |
| 10:24:50 | ZIZR | -0.02 | -0.09 |
| 10:24:51 | YNPW | -0.05 | -0.03 |
| 10:24:52 | FWBJ | -0.04 | 0.01 |
| 10:24:53 | LRQY | 0.01 | 0.05 |
| 10:24:54 | PGDI | 0.13 | 0.12 |
| 10:24:55 | NPLS | 0.24 | 0.11 |
| 10:24:56 | OTNS | 0.25 | 0.01 |
| 10:24:57 | SFUI | 0.25 | 0.00 |
| 10:24:58 | XBIB | 0.31 | 0.06 |
| 10:24:59 | SZEM | 0.32 | 0.01 |
| 10:25:00 | VDSZ | 0.21 | -0.11 |
| 10:25:01 | NNCY | 0.06 | -0.15 |
| 10:25:02 | TJBN | -0.10 | -0.16 |
| 10:25:03 | PKQB | -0.25 | -0.15 |
| 10:25:04 | LLBL | -0.33 | -0.08 |
| 10:25:05 | FLVF | -0.33 | 0.00 |
| 10:25:06 | XGTH | -0.33 | 0.00 |
| 10:25:07 | BWGY | -0.29 | 0.04 |
| 10:25:08 | ZDXO | -0.10 | 0.19 |
| 10:25:09 | NOLH | 0.18 | 0.28 |
| 10:25:10 | RJUJ | 0.37 | 0.19 |
| 10:25:11 | EKVX | 0.45 | 0.08 |
| 10:25:12 | LAYO | 0.46 | 0.01 |
| 10:25:13 | ACPX | 0.32 | -0.14 |
| 10:25:14 | EPOC | 0.06 | -0.26 |
| 10:25:15 | DOTG | -0.16 | -0.22 |
| 10:25:16 | OZXF | -0.27 | -0.11 |
| 10:25:17 | YQVG | -0.40 | -0.13 |
| 10:25:18 | DEOK | -0.53 | -0.13 |
| 10:25:19 | IEDV | -0.49 | 0.04 |
| 10:25:20 | QVIA | -0.27 | 0.22 |
| 10:25:21 | XKLU | -0.10 | 0.17 |
| 10:25:22 | XQJZ | -0.09 | 0.01 |
| 10:25:23 | BTAA | -0.10 | -0.01 |
| 10:25:24 | FTGK | -0.06 | 0.04 |
| 10:25:25 | LBYI | 0.00 | 0.06 |
| 10:25:26 | RYPP | 0.08 | 0.08 |
| 10:25:27 | WCGU | 0.15 | 0.07 |
| 10:25:28 | YGGX | 0.19 | 0.04 |
| 10:25:29 | MZLZ | 0.16 | -0.03 |
| 10:25:30 | BFKN | 0.06 | -0.10 |
| 10:25:31 | CZAN | -0.08 | -0.14 |
| 10:25:32 | LBZS | -0.23 | -0.15 |
| 10:25:33 | XYXA | -0.33 | -0.10 |
| 10:25:34 | OGCJ | -0.33 | 0.00 |
| 10:25:35 | QBLD | -0.34 | -0.01 |
| 10:25:36 | THMX | -0.40 | -0.06 |
| 10:25:37 | TDGK | -0.43 | -0.03 |
| 10:25:38 | DPKA | -0.34 | 0.09 |
| 10:25:39 | KRFB | -0.25 | 0.09 |
| 10:25:40 | VWXX | -0.25 | 0.00 |
| 10:25:41 | UNSI | -0.27 | -0.02 |
| 10:25:42 | NCVZ | -0.24 | 0.03 |
| 10:25:43 | CLWB | -0.22 | 0.02 |
| 10:25:44 | VWMM | -0.27 | -0.05 |
| 10:25:45 | SBMV | -0.34 | -0.07 |
| 10:25:46 | RMPA | -0.39 | -0.05 |
| 10:25:47 | PYZX | -0.40 | -0.01 |
| 10:25:48 | AVAG | -0.42 | -0.02 |
| 10:25:49 | RFIN | -0.49 | -0.07 |
| 10:25:50 | EEFI | -0.54 | -0.05 |
| 10:25:51 | CNIU | -0.51 | 0.03 |
| 10:25:52 | ZVDB | -0.43 | 0.08 |
| 10:25:53 | ZXAH | -0.30 | 0.13 |
| 10:25:54 | RDXD | -0.08 | 0.22 |
| 10:25:55 | EWVU | 0.14 | 0.22 |
| 10:25:56 | KJPD | 0.27 | 0.13 |
| 10:25:57 | KELB | 0.32 | 0.05 |
| 10:25:58 | UPAS | 0.29 | -0.03 |
| 10:25:59 | WWHO | 0.22 | -0.07 |
| 10:26:00 | DVNF | 0.17 | -0.05 |
| 10:26:01 | WCRG | 0.18 | 0.01 |
| 10:26:02 | ZZBP | 0.22 | 0.04 |
| 10:26:03 | IJZM | 0.23 | 0.01 |
| 10:26:04 | NZQR | 0.19 | -0.04 |
| 10:26:05 | CMPD | 0.11 | -0.08 |
| 10:26:06 | BRDH | 0.07 | -0.04 |
| 10:26:07 | FEJF | 0.14 | 0.07 |
| 10:26:08 | XYBC | 0.26 | 0.12 |
| 10:26:09 | NNQK | 0.38 | 0.12 |
| 10:26:10 | KHHJ | 0.48 | 0.10 |
| 10:26:11 | IRET | 0.53 | 0.05 |
| 10:26:12 | KFOD | 0.50 | -0.03 |
| 10:26:13 | FCHT | 0.39 | -0.11 |
| 10:26:14 | RBSP | 0.23 | -0.16 |
| 10:26:15 | WWXS | 0.11 | -0.12 |
| 10:26:16 | AARU | 0.07 | -0.04 |
| 10:26:17 | VHPX | 0.04 | -0.03 |
| 10:26:18 | CSPR | -0.05 | -0.09 |
| 10:26:19 | SIKE | -0.16 | -0.11 |
| 10:26:20 | WWSX | -0.22 | -0.06 |
| 10:26:21 | CJLV | -0.28 | -0.06 |
| 10:26:22 | UGXG | -0.30 | -0.02 |
| 10:26:23 | ICGU | -0.18 | 0.12 |
| 10:26:24 | QVHK | 0.05 | 0.23 |
| 10:26:25 | RNPJ | 0.23 | 0.18 |
| 10:26:26 | ZUWF | 0.25 | 0.02 |
